timestamp_h,day_of_year,hour_of_day,day_of_week,solar_irradiance_wm2,wind_speed_ms,ambient_temp_c,humidity_pct,pv_output_kw,wind_output_kw,load_demand_kw,grid_tariff_inr_per_kwh,net_demand_kw,pv_ramp_kw,load_ramp_kw
761,31,17,3,146.17,6.79,18.47,40.2,73.087,22.364,211.179,6.1,115.728,-97.873,28.189
762,31,18,3,0.0,7.99,15.41,44.11,0.0,51.144,210.961,9.5,159.817,-73.087,-0.218
763,31,19,3,0.0,8.55,13.5,44.51,0.0,70.404,227.698,9.5,157.294,0.0,16.737
764,31,20,3,0.0,8.04,12.5,46.26,0.0,52.804,197.925,9.5,145.121,0.0,-29.773
765,31,21,3,0.0,8.23,9.5,56.42,0.0,58.726,194.149,9.5,135.423,0.0,-3.776
766,31,22,3,0.0,8.82,11.43,60.52,0.0,81.021,171.435,6.1,90.414,0.0,-22.714
767,31,23,3,0.0,7.76,7.81,62.43,0.0,44.289,159.975,6.1,115.686,0.0,-11.46
768,32,0,4,0.0,7.69,8.78,72.63,0.0,42.509,147.683,3.75,105.174,0.0,-12.292
769,32,1,4,0.0,7.98,6.25,55.07,0.0,50.723,141.568,3.75,90.845,0.0,-6.115
770,32,2,4,0.0,8.24,7.3,70.58,0.0,59.178,149.829,3.75,90.651,0.0,8.261
771,32,3,4,0.0,7.34,5.69,72.48,0.0,33.698,137.958,3.75,104.26,0.0,-11.871
772,32,4,4,0.0,7.36,6.61,81.92,0.0,34.183,142.83,3.75,108.647,0.0,4.872
773,32,5,4,0.0,6.65,7.05,83.75,0.0,20.066,159.523,3.75,139.457,0.0,16.693
774,32,6,4,0.0,6.94,7.89,63.62,0.0,25.142,173.246,8.2,148.104,0.0,13.723
775,32,7,4,143.83,6.26,8.8,77.61,71.917,14.202,189.176,8.2,103.057,71.917,15.93
776,32,8,4,323.21,6.21,9.55,57.97,161.605,13.555,199.999,8.2,24.839,89.688,10.823
777,32,9,4,510.05,6.15,13.68,53.33,255.024,12.826,229.991,6.1,-37.859,93.419,29.992
778,32,10,4,660.01,5.89,11.85,53.59,330.003,9.956,222.32,6.1,-117.639,74.979,-7.671
779,32,11,4,722.99,5.72,14.39,47.91,361.494,8.281,232.233,6.1,-137.542,31.491,9.913
780,32,12,4,753.2,5.32,15.64,35.65,376.6,5.165,209.254,6.1,-172.511,15.106,-22.979
781,32,13,4,716.62,5.23,17.06,44.76,358.311,4.554,200.062,6.1,-162.803,-18.289,-9.192
782,32,14,4,659.4,6.0,16.66,41.76,329.7,11.067,188.172,6.1,-152.595,-28.611,-11.89
783,32,15,4,517.75,7.54,17.76,42.01,258.875,38.471,173.663,6.1,-123.683,-70.825,-14.509
784,32,16,4,327.06,6.95,16.97,32.4,163.532,25.384,188.874,6.1,-0.042,-95.343,15.211
785,32,17,4,138.91,8.63,14.68,35.44,69.454,73.479,213.233,6.1,70.3,-94.078,24.359
786,32,18,4,0.0,9.49,15.64,37.5,0.0,112.367,211.346,9.5,98.979,-69.454,-1.887
787,32,19,4,0.0,9.32,13.06,50.99,0.0,103.741,220.784,9.5,117.043,0.0,9.438
788,32,20,4,0.0,9.23,10.85,27.99,0.0,99.273,212.717,9.5,113.444,0.0,-8.067
789,32,21,4,0.0,8.07,11.55,44.08,0.0,53.653,194.614,9.5,140.961,0.0,-18.103
790,32,22,4,0.0,7.86,10.41,55.03,0.0,47.323,175.611,6.1,128.288,0.0,-19.003
791,32,23,4,0.0,7.58,9.01,53.66,0.0,39.567,162.814,6.1,123.247,0.0,-12.797
792,33,0,5,0.0,7.13,7.93,63.45,0.0,29.027,113.385,3.75,84.358,0.0,-49.429
793,33,1,5,0.0,7.9,3.97,68.39,0.0,48.539,96.955,3.75,48.416,0.0,-16.43
794,33,2,5,0.0,7.84,4.06,68.37,0.0,46.722,110.939,3.75,64.217,0.0,13.984
795,33,3,5,0.0,9.07,7.86,74.71,0.0,92.157,110.019,3.75,17.862,0.0,-0.92
796,33,4,5,0.0,8.1,4.43,78.77,0.0,54.47,113.1,3.75,58.63,0.0,3.081
797,33,5,5,0.0,8.04,7.02,72.9,0.0,52.832,134.364,3.75,81.532,0.0,21.264
798,33,6,5,0.0,7.57,6.42,69.6,0.0,39.384,129.147,8.2,89.763,0.0,-5.217
799,33,7,5,133.01,7.99,8.58,68.15,66.505,51.01,137.163,8.2,19.648,66.505,8.016
800,33,8,5,302.94,7.35,9.17,64.96,151.469,33.966,167.916,8.2,-17.519,84.964,30.753
801,33,9,5,457.1,7.91,12.16,49.73,228.55,48.594,160.093,6.1,-117.051,77.081,-7.823
802,33,10,5,604.24,8.44,13.2,57.77,302.119,66.332,159.782,6.1,-208.669,73.569,-0.311
803,33,11,5,706.88,8.63,13.95,47.12,353.442,73.515,179.051,6.1,-247.906,51.323,19.269
804,33,12,5,772.88,8.8,14.47,52.57,386.442,80.281,163.974,6.1,-302.749,33.0,-15.077
805,33,13,5,762.93,8.17,17.0,44.4,381.465,56.787,155.379,6.1,-282.873,-4.977,-8.595
806,33,14,5,654.34,7.87,15.83,44.7,327.168,47.56,139.373,6.1,-235.355,-54.297,-16.006
807,33,15,5,479.09,7.36,18.0,29.62,239.545,34.161,129.151,6.1,-144.555,-87.623,-10.222
808,33,16,5,301.48,7.29,20.43,32.77,150.742,32.48,135.158,6.1,-48.064,-88.803,6.007
809,33,17,5,129.02,7.08,18.3,28.23,64.509,27.902,151.701,6.1,59.29,-86.233,16.543
810,33,18,5,0.0,6.87,16.59,33.45,0.0,23.922,152.666,9.5,128.744,-64.509,0.965
811,33,19,5,0.0,6.24,14.38,48.37,0.0,13.992,168.601,9.5,154.609,0.0,15.935
812,33,20,5,0.0,7.35,10.71,53.92,0.0,33.889,157.463,9.5,123.574,0.0,-11.138
813,33,21,5,0.0,6.58,9.9,42.93,0.0,18.948,150.965,9.5,132.017,0.0,-6.498
814,33,22,5,0.0,5.89,11.47,52.25,0.0,9.975,136.692,6.1,126.717,0.0,-14.273
815,33,23,5,0.0,5.1,7.54,59.72,0.0,3.833,126.345,6.1,122.512,0.0,-10.347
816,34,0,6,0.0,5.48,6.51,68.51,0.0,6.298,110.99,3.75,104.692,0.0,-15.355
817,34,1,6,0.0,6.87,6.2,58.58,0.0,23.903,104.735,3.75,80.832,0.0,-6.255
818,34,2,6,0.0,6.23,4.53,62.7,0.0,13.872,110.143,3.75,96.271,0.0,5.408
819,34,3,6,0.0,5.65,4.12,77.26,0.0,7.638,113.084,3.75,105.446,0.0,2.941
820,34,4,6,0.0,5.76,5.74,63.31,0.0,8.643,96.492,3.75,87.849,0.0,-16.592
821,34,5,6,0.0,5.92,5.33,71.64,0.0,10.259,128.839,3.75,118.58,0.0,32.347
822,34,6,6,0.0,7.18,6.46,73.29,0.0,30.006,135.854,8.2,105.848,0.0,7.015
823,34,7,6,113.0,6.38,7.66,71.64,56.499,15.945,152.44,8.2,79.996,56.499,16.586
824,34,8,6,249.87,6.78,10.67,64.15,124.936,22.189,150.826,8.2,3.701,68.437,-1.614
825,34,9,6,400.64,6.55,11.32,57.98,200.321,18.359,168.474,6.1,-50.206,75.385,17.648
826,34,10,6,531.51,6.38,12.93,60.07,265.756,15.847,166.008,6.1,-115.595,65.435,-2.466
827,34,11,6,619.31,7.0,15.31,51.53,309.653,26.347,177.285,6.1,-158.715,43.897,11.277
828,34,12,6,688.79,6.61,15.67,41.12,344.395,19.387,151.031,6.1,-212.751,34.742,-26.254
829,34,13,6,597.17,6.77,16.46,41.08,298.583,22.031,143.765,6.1,-176.849,-45.812,-7.266
830,34,14,6,536.4,5.98,17.96,39.98,268.201,10.901,146.807,6.1,-132.295,-30.382,3.042
831,34,15,6,444.03,5.37,18.4,45.99,222.017,5.496,134.819,6.1,-92.694,-46.184,-11.988
832,34,16,6,272.91,6.03,17.21,39.72,136.457,11.465,136.833,6.1,-11.089,-85.56,2.014
833,34,17,6,115.45,5.62,16.89,42.97,57.726,7.404,160.724,6.1,95.594,-78.731,23.891
834,34,18,6,0.0,6.06,14.9,34.02,0.0,11.738,169.994,9.5,158.256,-57.726,9.27
835,34,19,6,0.0,5.8,13.56,37.71,0.0,9.004,171.479,9.5,162.475,0.0,1.485
836,34,20,6,0.0,6.77,14.07,43.59,0.0,22.126,167.525,9.5,145.399,0.0,-3.954
837,34,21,6,0.0,7.03,12.13,48.96,0.0,26.85,147.235,9.5,120.385,0.0,-20.29
838,34,22,6,0.0,7.04,10.59,48.95,0.0,27.148,133.455,6.1,106.307,0.0,-13.78
839,34,23,6,0.0,7.3,8.93,67.77,0.0,32.658,117.739,6.1,85.081,0.0,-15.716
840,35,0,0,0.0,8.48,7.52,70.3,0.0,67.855,138.15,3.75,70.295,0.0,20.411
841,35,1,0,0.0,7.97,7.34,67.31,0.0,50.47,133.214,3.75,82.744,0.0,-4.936
842,35,2,0,0.0,8.36,7.03,76.17,0.0,63.268,135.489,3.75,72.221,0.0,2.275
843,35,3,0,0.0,8.19,6.8,75.66,0.0,57.639,146.98,3.75,89.341,0.0,11.491
844,35,4,0,0.0,7.02,5.79,79.32,0.0,26.716,157.702,3.75,130.986,0.0,10.722
845,35,5,0,0.0,7.21,8.17,66.25,0.0,30.813,161.314,3.75,130.501,0.0,3.612
846,35,6,0,0.0,6.89,7.74,71.45,0.0,24.31,186.53,8.2,162.22,0.0,25.216
847,35,7,0,147.57,6.18,9.46,68.79,73.784,13.172,183.504,8.2,96.548,73.784,-3.026
848,35,8,0,335.34,5.7,10.49,68.74,167.668,8.098,191.314,8.2,15.548,93.884,7.81
849,35,9,0,537.05,4.99,12.0,56.41,268.524,3.246,224.367,6.1,-47.403,100.856,33.053
850,35,10,0,682.97,6.01,12.37,40.0,341.484,11.233,217.258,6.1,-135.459,72.96,-7.109
851,35,11,0,767.31,5.75,15.55,43.33,383.655,8.526,216.88,6.1,-175.301,42.171,-0.378
852,35,12,0,820.44,6.59,19.36,44.63,410.218,18.99,193.332,6.1,-235.876,26.563,-23.548
853,35,13,0,777.72,6.89,16.45,41.24,388.86,24.286,186.132,6.1,-227.014,-21.358,-7.2
854,35,14,0,675.04,6.24,17.59,47.78,337.518,14.032,170.232,6.1,-181.318,-51.342,-15.9
855,35,15,0,514.4,6.0,17.17,39.18,257.202,11.161,175.35,6.1,-93.013,-80.316,5.118
856,35,16,0,328.8,5.99,16.91,35.49,164.4,11.013,181.303,6.1,5.89,-92.802,5.953
857,35,17,0,140.46,5.94,18.75,35.49,70.231,10.483,196.954,6.1,116.24,-94.169,15.651
858,35,18,0,0.0,5.94,15.14,44.3,0.0,10.501,217.587,9.5,207.086,-70.231,20.633
859,35,19,0,0.0,6.16,14.14,37.32,0.0,13.018,217.292,9.5,204.274,0.0,-0.295
860,35,20,0,0.0,7.15,11.35,44.16,0.0,29.334,192.547,9.5,163.213,0.0,-24.745
861,35,21,0,0.0,6.75,10.8,43.29,0.0,21.762,195.495,9.5,173.733,0.0,2.948
862,35,22,0,0.0,6.36,8.1,63.51,0.0,15.675,173.629,6.1,157.954,0.0,-21.866
863,35,23,0,0.0,5.56,9.46,62.53,0.0,6.931,156.394,6.1,149.463,0.0,-17.235
864,36,0,1,0.0,5.67,10.93,60.75,0.0,7.827,136.265,3.75,128.438,0.0,-20.129
865,36,1,1,0.0,5.96,6.18,68.46,0.0,10.643,138.71,3.75,128.067,0.0,2.445
866,36,2,1,0.0,5.73,4.02,75.38,0.0,8.387,133.051,3.75,124.664,0.0,-5.659
867,36,3,1,0.0,5.31,6.9,72.81,0.0,5.04,140.346,3.75,135.306,0.0,7.295
868,36,4,1,0.0,5.46,5.15,71.79,0.0,6.11,157.305,3.75,151.195,0.0,16.959
869,36,5,1,0.0,5.31,8.18,70.39,0.0,5.079,152.078,3.75,146.999,0.0,-5.227
870,36,6,1,0.0,5.54,7.24,74.35,0.0,6.755,163.482,8.2,156.727,0.0,11.404
871,36,7,1,116.69,6.67,8.06,66.99,58.345,20.352,188.154,8.2,109.457,58.345,24.672
872,36,8,1,285.15,7.4,10.05,62.28,142.574,34.975,196.429,8.2,18.88,84.229,8.275
873,36,9,1,451.26,7.58,12.73,52.16,225.631,39.463,204.29,6.1,-60.804,83.057,7.861
874,36,10,1,549.49,7.73,13.1,55.47,274.747,43.509,220.086,6.1,-98.17,49.116,15.796
875,36,11,1,592.37,8.34,14.22,48.74,296.186,62.822,230.08,6.1,-128.928,21.439,9.994
876,36,12,1,631.94,7.71,15.82,43.07,315.972,42.988,206.633,6.1,-152.327,19.786,-23.447
877,36,13,1,609.44,7.82,15.49,42.05,304.722,46.13,194.243,6.1,-156.609,-11.25,-12.39
878,36,14,1,535.53,8.1,18.09,42.17,267.763,54.577,164.727,6.1,-157.613,-36.959,-29.516
879,36,15,1,417.36,7.91,15.67,39.89,208.678,48.811,181.857,6.1,-75.632,-59.085,17.13
880,36,16,1,272.04,6.89,17.08,38.32,136.022,24.297,184.719,6.1,24.4,-72.656,2.862
881,36,17,1,121.15,6.66,17.92,34.24,60.575,20.129,190.397,6.1,109.693,-75.447,5.678
882,36,18,1,0.0,7.38,16.42,34.28,0.0,34.513,208.561,9.5,174.048,-60.575,18.164
883,36,19,1,0.0,7.82,15.52,34.59,0.0,46.037,212.678,9.5,166.641,0.0,4.117
884,36,20,1,0.0,7.86,13.29,41.44,0.0,47.385,196.505,9.5,149.12,0.0,-16.173
885,36,21,1,0.0,7.04,13.22,49.94,0.0,27.123,192.782,9.5,165.659,0.0,-3.723
886,36,22,1,0.0,6.97,11.37,50.28,0.0,25.726,181.856,6.1,156.13,0.0,-10.926
887,36,23,1,0.0,6.89,9.35,60.75,0.0,24.29,154.938,6.1,130.648,0.0,-26.918
888,37,0,2,0.0,6.1,8.8,59.21,0.0,12.267,129.146,3.75,116.879,0.0,-25.792
889,37,1,2,0.0,5.91,7.63,59.18,0.0,10.115,135.292,3.75,125.177,0.0,6.146
890,37,2,2,0.0,6.06,5.61,77.24,0.0,11.742,145.058,3.75,133.316,0.0,9.766
891,37,3,2,0.0,6.29,4.32,71.47,0.0,14.634,131.621,3.75,116.987,0.0,-13.437
892,37,4,2,0.0,6.67,6.64,69.98,0.0,20.4,152.073,3.75,131.673,0.0,20.452
893,37,5,2,0.0,6.24,7.39,67.76,0.0,13.984,151.87,3.75,137.886,0.0,-0.203
894,37,6,2,0.0,6.47,9.0,74.86,0.0,17.17,173.205,8.2,156.035,0.0,21.335
895,37,7,2,113.63,6.26,7.81,77.39,56.813,14.287,183.636,8.2,112.536,56.813,10.431
896,37,8,2,263.88,5.67,9.29,62.58,131.939,7.806,200.396,8.2,60.651,75.126,16.76
897,37,9,2,405.92,5.73,12.48,58.88,202.959,8.368,229.682,6.1,18.355,71.02,29.286
898,37,10,2,547.87,6.06,13.4,61.43,273.937,11.834,210.982,6.1,-74.789,70.978,-18.7
899,37,11,2,601.32,5.94,12.67,38.96,300.661,10.461,221.798,6.1,-89.324,26.724,10.816
900,37,12,2,651.07,6.31,16.62,56.8,325.537,14.863,220.247,6.1,-120.153,24.876,-1.551
901,37,13,2,634.16,6.48,14.9,55.52,317.078,17.331,197.791,6.1,-136.618,-8.459,-22.456
902,37,14,2,554.02,6.14,16.59,21.44,277.01,12.784,170.641,6.1,-119.153,-40.068,-27.15
903,37,15,2,457.21,5.51,19.55,35.1,228.603,6.542,167.629,6.1,-67.516,-48.407,-3.012
904,37,16,2,285.98,5.81,19.92,30.69,142.988,9.165,177.474,6.1,25.321,-85.615,9.845
905,37,17,2,131.54,6.02,15.67,34.09,65.771,11.35,196.464,6.1,119.343,-77.217,18.99
906,37,18,2,0.0,5.63,15.78,35.17,0.0,7.482,208.382,9.5,200.9,-65.771,11.918
907,37,19,2,0.0,5.2,14.98,45.73,0.0,4.406,200.586,9.5,196.18,0.0,-7.796
908,37,20,2,0.0,5.09,15.62,44.32,0.0,3.75,197.459,9.5,193.709,0.0,-3.127
909,37,21,2,0.0,5.43,11.34,44.36,0.0,5.892,183.134,9.5,177.242,0.0,-14.325
910,37,22,2,0.0,5.13,9.8,53.97,0.0,3.975,170.379,6.1,166.404,0.0,-12.755
911,37,23,2,0.0,5.71,10.79,63.27,0.0,8.224,172.226,6.1,164.002,0.0,1.847
912,38,0,3,0.0,6.25,7.35,57.9,0.0,14.164,128.264,3.75,114.1,0.0,-43.962
913,38,1,3,0.0,5.88,7.72,59.26,0.0,9.8,128.538,3.75,118.738,0.0,0.274
914,38,2,3,0.0,5.37,4.48,84.28,0.0,5.458,128.793,3.75,123.335,0.0,0.255
915,38,3,3,0.0,5.03,5.84,70.46,0.0,3.458,146.144,3.75,142.686,0.0,17.351
916,38,4,3,0.0,6.42,4.26,74.18,0.0,16.513,146.726,3.75,130.213,0.0,0.582
917,38,5,3,0.0,5.98,5.58,71.93,0.0,10.872,149.711,3.75,138.839,0.0,2.985
918,38,6,3,0.0,5.55,8.81,75.61,0.0,6.789,167.916,8.2,161.127,0.0,18.205
919,38,7,3,135.35,5.1,8.99,79.78,67.673,3.822,181.325,8.2,109.83,67.673,13.409
920,38,8,3,313.76,4.61,10.11,68.48,156.882,1.719,206.761,8.2,48.16,89.209,25.436
921,38,9,3,476.38,4.24,11.15,51.07,238.188,0.788,238.402,6.1,-0.574,81.306,31.641
922,38,10,3,622.77,5.69,13.33,46.7,311.384,8.045,226.078,6.1,-93.351,73.196,-12.324
923,38,11,3,703.26,4.97,15.41,47.43,351.631,3.167,216.599,6.1,-138.199,40.247,-9.479
924,38,12,3,732.69,5.16,17.47,43.39,366.344,4.149,200.535,6.1,-169.958,14.713,-16.064
925,38,13,3,749.17,4.77,14.09,30.53,374.587,2.279,181.055,6.1,-195.811,8.243,-19.48
926,38,14,3,643.5,5.09,16.84,42.6,321.752,3.73,186.683,6.1,-138.799,-52.835,5.628
927,38,15,3,499.64,4.76,18.24,29.16,249.821,2.248,182.85,6.1,-69.219,-71.931,-3.833
928,38,16,3,314.53,5.61,17.72,43.96,157.264,7.352,179.276,6.1,14.66,-92.557,-3.574
929,38,17,3,133.54,6.57,17.73,46.61,66.768,18.652,204.394,6.1,118.974,-90.496,25.118
930,38,18,3,0.0,6.9,16.61,36.19,0.0,24.404,206.201,9.5,181.797,-66.768,1.807
931,38,19,3,0.0,6.95,14.68,43.49,0.0,25.346,216.404,9.5,191.058,0.0,10.203
932,38,20,3,0.0,7.14,12.97,37.61,0.0,29.217,206.274,9.5,177.057,0.0,-10.13
933,38,21,3,0.0,7.05,11.75,53.57,0.0,27.333,187.711,9.5,160.378,0.0,-18.563
934,38,22,3,0.0,6.74,11.87,52.01,0.0,21.445,163.734,6.1,142.289,0.0,-23.977
935,38,23,3,0.0,6.09,8.17,53.65,0.0,12.095,154.773,6.1,142.678,0.0,-8.961
936,39,0,4,0.0,6.46,7.84,63.26,0.0,16.997,142.111,3.75,125.114,0.0,-12.662
937,39,1,4,0.0,6.64,7.19,66.35,0.0,19.887,131.932,3.75,112.045,0.0,-10.179
938,39,2,4,0.0,6.22,8.24,70.37,0.0,13.772,141.015,3.75,127.243,0.0,9.083
939,39,3,4,0.0,6.23,5.8,80.02,0.0,13.865,132.029,3.75,118.164,0.0,-8.986
940,39,4,4,0.0,5.43,7.52,70.29,0.0,5.896,152.913,3.75,147.017,0.0,20.884
941,39,5,4,0.0,5.51,8.44,84.73,0.0,6.499,158.974,3.75,152.475,0.0,6.061
942,39,6,4,0.0,5.42,7.84,64.37,0.0,5.818,160.755,8.2,154.937,0.0,1.781
943,39,7,4,149.06,4.87,8.91,78.83,74.532,2.676,185.374,8.2,108.166,74.532,24.619
944,39,8,4,349.38,4.23,10.21,58.9,174.688,0.767,211.311,8.2,35.856,100.156,25.937
945,39,9,4,535.32,4.26,11.86,60.17,267.661,0.818,206.287,6.1,-62.192,92.973,-5.024
946,39,10,4,696.71,5.2,14.74,52.06,348.354,4.392,212.524,6.1,-140.222,80.693,6.237
947,39,11,4,720.81,6.34,15.44,47.76,360.403,15.268,216.218,6.1,-159.453,12.049,3.694
948,39,12,4,763.82,7.64,16.69,49.81,381.912,41.109,222.383,6.1,-200.638,21.509,6.165
949,39,13,4,637.26,7.78,16.01,49.86,318.629,44.816,185.919,6.1,-177.526,-63.283,-36.464
950,39,14,4,522.37,7.84,16.8,44.82,261.186,46.517,184.303,6.1,-123.4,-57.443,-1.616
951,39,15,4,416.66,7.2,20.73,33.25,208.329,30.584,179.032,6.1,-59.881,-52.857,-5.271
952,39,16,4,274.58,6.39,17.74,36.11,137.292,15.965,177.81,6.1,24.553,-71.037,-1.222
953,39,17,4,112.68,6.98,16.43,30.99,56.34,25.962,195.468,6.1,113.166,-80.952,17.658
954,39,18,4,0.0,8.27,18.12,31.73,0.0,60.259,201.911,9.5,141.652,-56.34,6.443
955,39,19,4,0.0,7.88,15.5,33.98,0.0,47.799,206.794,9.5,158.995,0.0,4.883
956,39,20,4,0.0,7.5,14.41,42.37,0.0,37.544,190.081,9.5,152.537,0.0,-16.713
957,39,21,4,0.0,7.13,12.0,51.32,0.0,29.079,188.438,9.5,159.359,0.0,-1.643
958,39,22,4,0.0,6.6,10.23,43.53,0.0,19.168,178.118,6.1,158.95,0.0,-10.32
959,39,23,4,0.0,6.62,8.96,59.9,0.0,19.469,155.989,6.1,136.52,0.0,-22.129
960,40,0,5,0.0,7.27,6.38,74.1,0.0,32.118,114.041,3.75,81.923,0.0,-41.948
961,40,1,5,0.0,6.9,6.98,75.87,0.0,24.476,110.444,3.75,85.968,0.0,-3.597
962,40,2,5,0.0,6.04,6.84,68.81,0.0,11.529,106.492,3.75,94.963,0.0,-3.952
963,40,3,5,0.0,6.42,8.5,65.94,0.0,16.461,104.429,3.75,87.968,0.0,-2.063
964,40,4,5,0.0,6.74,6.59,77.76,0.0,21.593,110.216,3.75,88.623,0.0,5.787
965,40,5,5,0.0,7.48,4.28,60.41,0.0,36.895,109.965,3.75,73.07,0.0,-0.251
966,40,6,5,0.0,8.38,7.93,78.98,0.0,64.004,130.407,8.2,66.403,0.0,20.442
967,40,7,5,121.92,8.66,12.57,67.86,60.959,74.517,146.777,8.2,11.301,60.959,16.37
968,40,8,5,298.76,8.11,11.77,75.99,149.378,54.793,172.319,8.2,-31.852,88.419,25.542
969,40,9,5,470.5,7.54,11.31,49.81,235.249,38.536,172.547,6.1,-101.238,85.871,0.228
970,40,10,5,607.43,7.04,14.54,60.51,303.714,27.042,165.083,6.1,-165.673,68.465,-7.464
971,40,11,5,699.37,6.46,14.39,49.22,349.687,17.037,157.129,6.1,-209.595,45.973,-7.954
972,40,12,5,739.66,6.32,14.9,43.01,369.828,14.992,158.077,6.1,-226.743,20.141,0.948
973,40,13,5,723.9,6.88,17.06,32.64,361.949,24.0,155.319,6.1,-230.63,-7.879,-2.758
974,40,14,5,605.92,6.82,18.19,41.25,302.96,23.001,138.534,6.1,-187.427,-58.989,-16.785
975,40,15,5,449.49,6.28,16.03,39.74,224.743,14.536,141.998,6.1,-97.281,-78.217,3.464
976,40,16,5,300.22,5.47,16.7,45.71,150.11,6.235,140.551,6.1,-15.794,-74.633,-1.447
977,40,17,5,125.91,5.2,17.49,41.73,62.957,4.399,156.801,6.1,89.445,-87.153,16.25
978,40,18,5,0.0,5.72,16.03,34.12,0.0,8.244,147.089,9.5,138.845,-62.957,-9.712
979,40,19,5,0.0,5.73,15.75,34.83,0.0,8.356,175.939,9.5,167.583,0.0,28.85
980,40,20,5,0.0,5.45,12.38,36.79,0.0,6.065,149.316,9.5,143.251,0.0,-26.623
981,40,21,5,0.0,5.02,13.14,58.66,0.0,3.371,153.101,9.5,149.73,0.0,3.785
982,40,22,5,0.0,4.52,9.31,50.33,0.0,1.445,130.797,6.1,129.352,0.0,-22.304
983,40,23,5,0.0,5.55,11.25,69.06,0.0,6.815,120.07,6.1,113.255,0.0,-10.727
984,41,0,6,0.0,5.31,6.1,68.15,0.0,5.084,103.115,3.75,98.031,0.0,-16.955
985,41,1,6,0.0,4.92,5.89,71.12,0.0,2.926,107.572,3.75,104.646,0.0,4.457
986,41,2,6,0.0,5.53,7.11,70.48,0.0,6.688,110.351,3.75,103.663,0.0,2.779
987,41,3,6,0.0,5.52,8.4,78.28,0.0,6.564,117.636,3.75,111.072,0.0,7.285
988,41,4,6,0.0,6.22,6.98,74.91,0.0,13.725,125.074,3.75,111.349,0.0,7.438
989,41,5,6,0.0,5.71,7.88,72.1,0.0,8.211,124.068,3.75,115.857,0.0,-1.006
990,41,6,6,0.0,6.49,8.18,76.5,0.0,17.543,145.909,8.2,128.366,0.0,21.841
991,41,7,6,135.47,5.86,8.17,68.28,67.734,9.671,145.975,8.2,68.57,67.734,0.066
992,41,8,6,336.91,5.4,10.26,60.21,168.454,5.701,166.804,8.2,-7.351,100.72,20.829
993,41,9,6,546.07,4.63,10.95,63.78,273.036,1.782,171.313,6.1,-103.505,104.582,4.509
994,41,10,6,699.9,5.12,12.42,54.62,349.949,3.916,167.162,6.1,-186.703,76.913,-4.151
995,41,11,6,807.06,4.87,15.88,52.76,403.532,2.705,169.656,6.1,-236.581,53.583,2.494
996,41,12,6,855.63,6.38,15.3,42.28,427.815,15.852,163.34,6.1,-280.327,24.283,-6.316
997,41,13,6,811.38,5.79,17.98,33.6,405.692,8.896,148.182,6.1,-266.406,-22.123,-15.158
998,41,14,6,699.13,5.93,16.63,48.09,349.565,10.387,143.238,6.1,-216.714,-56.127,-4.944
999,41,15,6,545.44,6.77,18.76,44.96,272.72,21.972,144.228,6.1,-150.464,-76.845,0.99
1000,41,16,6,342.87,6.22,17.61,40.3,171.436,13.701,141.444,6.1,-43.693,-101.284,-2.784
1001,41,17,6,140.81,5.93,19.29,33.35,70.403,10.339,127.122,6.1,46.38,-101.033,-14.322
1002,41,18,6,0.0,6.45,17.03,35.88,0.0,16.923,172.879,9.5,155.956,-70.403,45.757
1003,41,19,6,0.0,7.27,16.88,49.15,0.0,32.093,160.302,9.5,128.209,0.0,-12.577
1004,41,20,6,0.0,7.1,13.05,42.88,0.0,28.411,151.219,9.5,122.808,0.0,-9.083
1005,41,21,6,0.0,6.85,12.47,46.03,0.0,23.464,137.377,9.5,113.913,0.0,-13.842
1006,41,22,6,0.0,7.03,9.67,66.23,0.0,27.016,129.938,6.1,102.922,0.0,-7.439
1007,41,23,6,0.0,6.96,8.91,59.89,0.0,25.531,116.181,6.1,90.65,0.0,-13.757
1008,42,0,0,0.0,6.42,7.97,75.61,0.0,16.521,128.428,3.75,111.907,0.0,12.247
1009,42,1,0,0.0,7.03,6.46,60.75,0.0,27.003,129.484,3.75,102.481,0.0,1.056
1010,42,2,0,0.0,6.27,5.27,75.43,0.0,14.347,140.668,3.75,126.321,0.0,11.184
1011,42,3,0,0.0,5.86,4.83,86.75,0.0,9.616,155.842,3.75,146.226,0.0,15.174
1012,42,4,0,0.0,6.15,3.92,75.18,0.0,12.877,152.099,3.75,139.222,0.0,-3.743
1013,42,5,0,0.0,6.15,6.06,72.73,0.0,12.861,164.237,3.75,151.376,0.0,12.138
1014,42,6,0,0.0,6.17,9.03,65.31,0.0,13.108,166.03,8.2,152.922,0.0,1.793
1015,42,7,0,121.19,5.66,7.61,75.64,60.595,7.771,186.55,8.2,118.184,60.595,20.52
1016,42,8,0,288.04,6.42,9.33,60.38,144.021,16.433,205.689,8.2,45.235,83.426,19.139
1017,42,9,0,450.42,6.06,14.67,59.61,225.208,11.747,209.403,6.1,-27.552,81.187,3.714
1018,42,10,0,583.02,6.36,13.31,47.59,291.508,15.555,215.969,6.1,-91.094,66.3,6.566
1019,42,11,0,692.81,5.56,15.91,59.16,346.405,6.915,221.928,6.1,-131.392,54.897,5.959
1020,42,12,0,737.0,5.66,17.54,51.93,368.501,7.746,212.445,6.1,-163.802,22.096,-9.483
1021,42,13,0,714.46,5.82,18.51,40.67,357.23,9.184,190.354,6.1,-176.06,-11.271,-22.091
